"","mz","rt","ko15","ko16","ko18","ko19","ko21","ko22","wt15","wt16","wt18","wt19","wt21","wt22"
"200.1/2925.48","200.1","2925.48",53.9765586311854,260.605841469329,28.011224064332,20.7131791998784,12.8699863961154,120.915168646421,61.5850654388407,48.1409592567084,15.0095800980031,55.3446718748477,97.2510698982428,73.4153742414026
"205/2790.89","205","2790.89",649.148940968974,904.292842797217,636.157096975558,876.303897680974,640.899178713068,800.096707691628,685.640971525831,854.667992380614,961.051915502433,1019.99392599014,860.382724024163,921.162058889638
"205.983/2787.77","205.983","2787.77",86.8638281078191,155.644217852165,86.4028611968823,126.586321116816,92.7393695890164,18.3313416688502,97.2207549324589,14.3117950646767,15.0095800980031,19.6445781661526,15.5843691666601,128.922932119577
"206/2792.46","206","2792.46",8.96469409204346,14.1739649180795,10.537672189581,20.7131791998784,12.8699863961154,117.022742496234,8.6349525037706,129.568958893543,129.37903589634,149.443153791396,119.466267244512,18.3731596988087
"207.085/2719.69","207.085","2719.69",139.01251184895,265.816233282356,150.90969260141,20.7131791998784,12.8699863961154,175.405053055924,146.659690514185,14.3117950646767,169.877939705157,19.6445781661526,160.446998946765,177.080991983217
"219.092/2524.85","219.092","2524.85",85.9700928838823,14.1739649180795,10.537672189581,20.7131791998784,97.3518646305956,18.3313416688502,85.9858535023251,93.9191888302427,15.0095800980031,19.6445781661526,151.13286306254,18.3731596988087
"231.024/2515.46","231.024","2515.46",8.96469409204346,14.1739649180795,95.5049121321634,241.381144912338,227.98162613344,18.3313416688502,8.6349525037706,14.3117950646767,15.0095800980031,19.6445781661526,15.5843691666601,18.3731596988087
"233.0375/3020.94","233.0375","3020.94",145.681602969506,205.986379797672,176.136599393054,20.7131791998784,12.8699863961154,237.188827537055,139.606784985426,14.3117950646767,204.385841354805,19.6445781661526,15.5843691666601,18.3731596988087
"236.102/2523.29","236.102","2523.29",92.0788684623224,118.895126069879,30.7884787232744,20.7131791998784,97.8069675130134,148.374121357809,89.2225158939227,14.3117950646767,15.0095800980031,19.6445781661526,162.597457149369,154.459526180154
"241.124/3676.66","241.124","3676.66",8.96469409204346,761.010887285812,521.423882994619,533.000640934111,12.8699863961154,419.412762042021,516.124584391259,929.207389928716,15.0095800980031,644.264684117116,464.308399638092,391.159667121951
"242.1405/3675.88","242.1405","3675.88",102.47564330005,143.57095977761,10.537672189581,91.9366839681529,12.8699863961154,18.3313416688502,98.5279881206383,174.486269802018,15.0095800980031,111.770556887542,88.8091219182636,71.323549212696
"244.1/2832.37","244.1","2832.37",223.43210953926,147.912896113603,38.8438869402359,20.7131791998784,12.8699863961154,86.2054631427138,220.720988390084,14.3117950646767,102.983993847436,19.6445781661526,69.9026480830184,1012.03913552506
"249.1155/3668.05","249.1155","3668.05",8.96469409204346,708.729138265546,10.537672189581,541.30241947605,281.277794536494,428.399185983665,456.318498514222,14.3117950646767,15.0095800980031,19.6445781661526,15.5843691666601,363.116925558651
"249.1525/3667.27","249.1525","3667.27",523.752087778339,14.1739649180795,10.537672189581,20.7131791998784,12.8699863961154,18.3313416688502,8.6349525037706,14.3117950646767,657.934882123859,598.225215846587,436.846669280777,18.3731596988087
"250.124/3663.36","250.124","3663.36",126.939476047543,137.858564925048,106.503636097364,106.782515771892,12.8699863961154,88.535179236418,99.0499785925927,195.815698881702,15.0095800980031,119.868087128006,15.5843691666601,18.3731596988087
"250.151/3670.4","250.151","3670.4",8.96469409204346,14.1739649180795,10.537672189581,20.7131791998784,12.8699863961154,18.3313416688502,8.6349525037706,14.3117950646767,131.711707302379,19.6445781661526,88.3959579385489,74.664751576918
"255.159/3681.35","255.159","3681.35",518.292831619915,685.417626497452,10.537672189581,20.7131791998784,304.526685202815,18.3313416688502,8.6349525037706,14.3117950646767,625.811667434359,19.6445781661526,15.5843691666601,479.405043037755
"255.189/3678.22","255.189","3678.22",8.96469409204346,14.1739649180795,10.537672189581,20.7131791998784,12.8699863961154,18.3313416688502,425.993459887459,903.199684231544,15.0095800980031,19.6445781661526,481.628973284493,18.3731596988087
"256.127/3450.52","256.127","3450.52",8.96469409204346,14.1739649180795,105.484149819626,20.7131791998784,12.8699863961154,18.3313416688502,87.6440722221054,171.04303273665,15.0095800980031,19.6445781661526,15.5843691666601,119.285817600059
"257.131/3650.05","257.131","3650.05",68.9152140344408,129.269799385305,97.7312108427175,110.617530207486,12.8699863961154,18.3313416688502,90.6352055094785,128.709269106747,15.0095800980031,116.750077749065,15.5843691666601,18.3731596988087
"264.147/3154.75","264.147","3154.75",8.96469409204346,106.958634486731,70.8509003533651,20.7131791998784,12.8699863961154,146.253609015479,8.6349525037706,75.4440197623483,91.7375874467238,135.922215819004,83.0521221266891,108.298195876782
"266.1465/3669.62","266.1465","3669.62",8.96469409204346,201.016196250071,10.537672189581,20.7131791998784,12.8699863961154,18.3313416688502,78.6062628979235,14.3117950646767,190.860092950321,19.6445781661526,15.5843691666601,142.131221947185
"266.188/3666.49","266.188","3666.49",138.53093427283,14.1739649180795,139.717547319335,206.812998904703,74.9972758313504,146.287090989637,8.6349525037706,311.172765735351,15.0095800980031,233.789581977759,116.034029992687,18.3731596988087
"267.156/3666.49","267.156","3666.49",534.307552119361,714.669667319291,493.982216984701,20.7131791998784,12.8699863961154,421.184584797298,479.601850912174,941.256445154754,15.0095800980031,19.6445781661526,15.5843691666601,18.3731596988087
"267.177/3672.75","267.177","3672.75",8.96469409204346,14.1739649180795,10.537672189581,20.7131791998784,281.148233207037,18.3313416688502,8.6349525037706,14.3117950646767,15.0095800980031,582.287211578538,413.274926670708,368.269629011653
"268.1625/3665.7","268.1625","3665.7",112.043283960368,14.1739649180795,10.537672189581,20.7131791998784,12.8699863961154,18.3313416688502,102.503969086192,188.680051474302,127.46862551071,19.6445781661526,15.5843691666601,18.3731596988087
"268.2/3883.23","268.2","3883.23",8.96469409204346,14.1739649180795,117.104597878029,20.7131791998784,12.8699863961154,64.4486551220837,8.6349525037706,271.708880350031,126.519943421225,153.416927353767,73.2667603671499,18.3731596988087
"269.148/3878.54","269.148","3878.54",243.416689665059,714.097926359015,10.537672189581,20.7131791998784,261.788313982657,18.3313416688502,163.321350067718,14.3117950646767,15.0095800980031,19.6445781661526,15.5843691666601,293.57958786134
"269.1985/3882.45","269.1985","3882.45",8.96469409204346,14.1739649180795,10.537672189581,20.7131791998784,12.8699863961154,18.3313416688502,8.6349525037706,1326.52227507508,479.366221232502,496.130552624965,353.025928311691,18.3731596988087
"273.2/3678.22","273.2","3678.22",8.96469409204346,14.1739649180795,10.537672189581,20.7131791998784,12.8699863961154,18.3313416688502,19.6057778112949,102.405079776493,60.3345625969651,19.6445781661526,15.5843691666601,18.3731596988087
"279.011/2790.89","279.011","2790.89",6036.99207823175,7118.68989640838,6299.58703723617,8146.53208176429,6169.99669712743,7682.67210985757,6591.02121474734,7546.96166730958,15.0095800980031,19.6445781661526,15.5843691666601,8964.48640143853
"280.013/2787.77","280.013","2787.77",1073.79451632971,1269.06746895345,1106.56357435767,1443.58725944093,1109.81015716043,18.3313416688502,8.6349525037706,14.3117950646767,15.0095800980031,1491.77347377066,15.5843691666601,1581.70375365251
"280.04/2791.68","280.04","2791.68",8.96469409204346,14.1739649180795,10.537672189581,20.7131791998784,12.8699863961154,1362.02269473468,1161.10116581383,1336.04840418743,15.0095800980031,19.6445781661526,1263.73652565671,18.3731596988087
"281.0275/2790.11","281.0275","2790.11",147.343164208619,14.1739649180795,156.426173549729,20.7131791998784,157.299287042547,18.3313416688502,8.6349525037706,14.3117950646767,15.0095800980031,19.6445781661526,15.5843691666601,220.956722484453
