"","mz","rt","ko15","ko16","ko18","ko19","ko21","ko22","wt15","wt16","wt18","wt19","wt21","wt22"
"200.1/2925.48","200.1","2925.48",0.240642143715032,0.70498394766543,0.128907463353737,0.0582569251055788,0.0564721195661273,0.439827124713162,0.292559205373149,0.127290194173345,0.0553758467803502,0.186276687579266,0.38005234921292,0.255547871633066
"205/2790.89","205","2790.89",2.89408211094924,2.44626879645676,2.92759064999297,2.46465161355949,2.8121968381444,2.91033985541973,3.25713022096364,2.2598397785086,3.54567304836896,3.43305115827713,3.36233293710533,3.20642652864972
"205.983/2787.77","205.983","2787.77",0.387262514270088,0.421044572577746,0.397625381804632,0.356030803264443,0.40693040433197,0.0666799822437633,0.461846173356169,0.0378420206177748,0.0553758467803502,0.0661188661115891,0.0609029403891172,0.448761328921653
"206/2792.46","206","2792.46",0.0399670386324414,0.038343030554037,0.0484942960183521,0.0582569251055788,0.0564721195661273,0.425668482576199,0.0410202510127521,0.34259512463078,0.47732672210719,0.502989262139099,0.466868236673205,0.0639542044799267
"207.085/2719.69","207.085","2719.69",0.619755495772108,0.719078960150651,0.694485382861609,0.0582569251055788,0.0564721195661273,0.638033267532729,0.696705316643888,0.0378420206177748,0.62674203402438,0.0661188661115891,0.627018900025312,0.616392289429522
"219.092/2524.85","219.092","2524.85",0.383278000146626,0.038343030554037,0.0484942960183521,0.0582569251055788,0.42716953772879,0.0666799822437633,0.408474892325223,0.24833306123078,0.0553758467803502,0.0661188661115891,0.590619719765477,0.0639542044799267
"231.024/2515.46","231.024","2515.46",0.0399670386324414,0.038343030554037,0.439512958537762,0.678897389210994,1.00035891675641,0.0666799822437633,0.0410202510127521,0.0378420206177748,0.0553758467803502,0.0661188661115891,0.0609029403891172,0.0639542044799267
"233.0375/3020.94","233.0375","3020.94",0.649488113496912,0.557228841749368,0.810579436991606,0.0582569251055788,0.0564721195661273,0.862770826832876,0.66320056313973,0.0378420206177748,0.754054341363115,0.0661188661115891,0.0609029403891172,0.0639542044799267
"236.102/2523.29","236.102","2523.29",0.410512579155532,0.321631913015991,0.141688370476874,0.0582569251055788,0.429166480351708,0.539708656152783,0.423850622960556,0.0378420206177748,0.0553758467803502,0.0661188661115891,0.635422783834909,0.537650370602214
"241.124/3676.66","241.124","3676.66",0.0399670386324414,2.05866628510806,2.39958917662869,1.49909282976252,0.0564721195661273,1.52560767405759,2.45184440752128,2.4569304583363,0.0553758467803502,2.16843803054834,1.81449415647957,1.36156794723987
"242.1405/3675.88","242.1405","3675.88",0.456864222315452,0.388384317954922,0.0484942960183521,0.258576844274074,0.0564721195661273,0.0666799822437633,0.468056170861993,0.461361624417292,0.0553758467803502,0.376192475275355,0.347061635947951,0.248266543444818
"244.1/2832.37","244.1","2832.37",0.996120967653446,0.400130007926422,0.178759304511835,0.0582569251055788,0.0564721195661273,0.313571088003843,1.04853273293517,0.0378420206177748,0.379945729786462,0.0661188661115891,0.273176075573799,3.52275595902292
"249.1155/3668.05","249.1155","3668.05",0.0399670386324414,1.91723509689159,0.0484942960183521,1.52244202623757,1.23421678589776,1.55829565727717,2.16773622583817,0.0378420206177748,0.0553758467803502,0.0661188661115891,0.0609029403891172,1.2639553831781
"249.1525/3667.27","249.1525","3667.27",2.33502891578168,0.038343030554037,0.0484942960183521,0.0582569251055788,0.0564721195661273,0.0666799822437633,0.0410202510127521,0.0378420206177748,2.42736312315531,2.01348039222792,1.70717507868773,0.0639542044799267
"250.124/3663.36","250.124","3663.36",0.565930626420022,0.372931300282421,0.490129011703654,0.300331540797218,0.0564721195661273,0.322045395589587,0.470535881106662,0.51775907081386,0.0553758467803502,0.403446790093185,0.0609029403891172,0.0639542044799267
"250.151/3670.4","250.151","3670.4",0.0399670386324414,0.038343030554037,0.0484942960183521,0.0582569251055788,0.0564721195661273,0.0666799822437633,0.0410202510127521,0.0378420206177748,0.485932802592207,0.0661188661115891,0.345447011643406,0.259896766156273
"255.159/3681.35","255.159","3681.35",2.31069007057984,1.85417341914998,0.0484942960183521,0.0582569251055788,1.33623042391408,0.0666799822437633,0.0410202510127521,0.0378420206177748,2.30884880076099,0.0661188661115891,0.0609029403891172,1.66873682337462
"255.189/3678.22","255.189","3678.22",0.0399670386324414,0.038343030554037,0.0484942960183521,0.0582569251055788,0.0564721195661273,0.0666799822437633,2.02367744891982,2.38816311428436,0.0553758467803502,0.0661188661115891,1.88218209771166,0.0639542044799267
"256.127/3450.52","256.127","3450.52",0.0399670386324414,0.038343030554037,0.485437342761044,0.0582569251055788,0.0564721195661273,0.0666799822437633,0.416352242905869,0.452257312384405,0.0553758467803502,0.0661188661115891,0.0609029403891172,0.415215983282617
"257.131/3650.05","257.131","3650.05",0.307242722774227,0.349697201608185,0.449758370119423,0.31111772415407,0.0564721195661273,0.0666799822437633,0.430561590115025,0.340322006654327,0.0553758467803502,0.392952329844804,0.0609029403891172,0.0639542044799267
"264.147/3154.75","264.147","3154.75",0.0399670386324414,0.289341635445397,0.326055363375227,0.0582569251055788,0.0564721195661273,0.531995324096215,0.0410202510127521,0.199482604273798,0.338453611178943,0.457481077644711,0.324563566800789,0.376969725265054
"266.1465/3669.62","266.1465","3669.62",0.0399670386324414,0.543783634235007,0.0484942960183521,0.0582569251055788,0.0564721195661273,0.0666799822437633,0.373418224806587,0.0378420206177748,0.704152893997778,0.0661188661115891,0.0609029403891172,0.49473739848794
"266.188/3666.49","266.188","3666.49",0.617608492272417,0.038343030554037,0.64297920610599,0.581672628416315,0.329080000361165,0.532117114278442,0.0410202510127521,0.822776329833731,0.0553758467803502,0.786878798736723,0.45345522402484,0.0639542044799267
"267.156/3666.49","267.156","3666.49",2.38208803980415,1.9333052570995,2.27330281558231,0.0582569251055788,0.0564721195661273,1.53205265293559,2.27834354641872,2.48878953640637,0.0553758467803502,0.0661188661115891,0.0609029403891172,0.0639542044799267
"267.177/3672.75","267.177","3672.75",0.0399670386324414,0.038343030554037,0.0484942960183521,0.0582569251055788,1.23364828468393,0.0666799822437633,0.0410202510127521,0.0378420206177748,0.0553758467803502,1.95983695120454,1.61505787973689,1.28189116862055
