"","mz","rt","ko15","ko16","ko18","ko19","ko21","ko22","wt15","wt16","wt18","wt19","wt21","wt22"
"200.1/2925.48","200.1","2925.48",0.10715356914328,2.121014340105,-0.731663296735085,-1.11749823840535,-1.72531926967144,1.13875728208838,0.27581297855328,-0.0391790392962297,-1.52898090023241,0.139166904244223,0.860180182639892,0.500555487566452
"205/2790.89","205","2790.89",-0.636504024655992,0.332367207805038,-0.69559255092757,0.240474503055327,-0.673886285532745,-0.0254398888434218,-0.476652237377624,0.167405704123865,0.510291231670928,0.684264677485338,0.186883722490463,0.386387940706389
"205.983/2787.77","205.983","2787.77",0.683888084059839,1.38894620066034,0.677455861406417,1.13913006289652,0.763009793473876,-1.19622150017151,0.820057660256406,-1.49503425662136,-1.43758378967478,-1.11266402970909,-1.39222517632541,1.16124108974875
"206/2792.46","206","2792.46",-1.43475412973855,-0.936862628827371,-1.25921564132844,-0.523845123805488,-1.04185486214603,1.3633583352365,-1.47541209524935,1.47437952913506,1.47278047733314,1.62994074698954,1.38588603055636,-0.654400638155375
"207.085/2719.69","207.085","2719.69",0.64098784461701,1.36273463893628,0.732416362913109,-1.4782315522946,-2.00730222410972,0.899888136168371,0.700610587430989,-1.88931322789653,0.86423992662779,-1.5371532474314,0.800647026933826,0.910475728104879
"219.092/2524.85","219.092","2524.85",1.10741110397568,-1.09876534695109,-1.46085363556795,-0.634836685630817,1.25964971269349,-0.784272410313012,1.10763555625056,1.21569531680631,-1.02874621463065,-0.699637761192191,1.79820566499221,-0.78148530043254
"231.024/2515.46","231.024","2515.46",-1.2027633005694,-0.697676086505116,1.41109123710431,2.43644540129439,2.37328652171852,-0.413648964797916,-1.24400887011977,-0.686993858038308,-0.634439904382854,-0.33721311207748,-0.59294721353919,-0.411131850087187
"233.0375/3020.94","233.0375","3020.94",1.0413602435424,1.41185680473171,1.24440964053558,-1.04463802827814,-1.55290208544731,1.56272150208254,0.995802159792187,-1.43955320955727,1.40351336570986,-1.10124252635543,-1.34859055675047,-1.17273731000565
"236.102/2523.29","236.102","2523.29",0.603442672296231,0.914102255278354,-0.727901043195195,-1.20938947334401,0.676793804984855,1.18331771274748,0.565142388088972,-1.65815586241925,-1.60039393192565,-1.27371264300613,1.29458109189856,1.23217302859578
"241.124/3676.66","241.124","3676.66",-2.87135179920386,1.1557388282493,0.81274177638438,0.832663201955394,-2.5443830855055,0.615238067808383,0.803474646213252,1.33689192451512,-2.40513399709651,1.00465597918079,0.707493977132057,0.551970480367189
"242.1405/3675.88","242.1405","3675.88",0.756374690323176,1.15466002006608,-1.92843897800033,0.628193254675547,-1.69292508221179,-1.27580068602063,0.709974733089687,1.3850044183397,-1.51162302357296,0.858924117291277,0.587313932298887,0.328342603721358
"244.1/2832.37","244.1","2832.37",1.21299654469707,0.78294835817406,-0.610955172801334,-1.26619375508285,-1.76161635367541,0.220079826072458,1.20026845171972,-1.6511312744161,0.405486847571249,-1.32136812189854,0.00153455342471156,2.78795009621497
"249.1155/3668.05","249.1155","3668.05",-1.90737789313581,1.95612115058223,-1.7649462426071,1.71774542371503,1.13870407165079,1.51083474589545,1.56667979468072,-1.49484545929919,-1.45281076584618,-1.21507723237149,-1.41962330003555,1.3645957067711
"249.1525/3667.27","249.1525","3667.27",2.1297862721154,-1.08695883928148,-1.35054475644403,-0.749237168803773,-1.17281029107814,-0.858020451184071,-1.52732716077736,-1.07834849196049,2.33310089095506,2.2482953506511,1.96805619150893,-0.855991545701149
"250.124/3663.36","250.124","3663.36",0.882134764190729,0.979741278674045,0.674508358746711,0.677601575216427,-1.82393676694417,0.455945785849899,0.588688161140865,1.39486144254825,-1.64237250476269,0.814335560657229,-1.59799090769675,-1.40351674762053
"250.151/3670.4","250.151","3670.4",-1.12268911674357,-0.554414710868965,-0.922336168306362,-0.0830122529989465,-0.674248849233288,-0.234855356868191,-1.1690945708484,-0.542396119096377,2.21809302697423,-0.148857260732073,1.72192397882944,1.5118873998925
"255.159/3681.35","255.159","3681.35",1.84674296400822,2.09396748615956,-1.59766711612681,-1.00096435504919,1.37634954085912,-1.10891457269096,-1.77309571696919,-1.32755533654702,2.01349099762114,-1.04777571976902,-1.25233011485867,1.77775194336282
"255.189/3678.22","255.189","3678.22",-1.31358799066747,-0.889854982464595,-1.1641950976109,-0.538354405485292,-0.97920913850188,-0.651576001447111,2.26646267875233,2.96369030769117,-0.836804228195212,-0.587451642512813,2.38034481788923,-0.649464317447458
"256.127/3450.52","256.127","3450.52",-1.42308696038146,-0.884712389716857,1.48017631220463,-0.438112836327835,-0.998241438581133,-0.581966694620415,1.26178759835716,2.04992503098873,-0.817308679124792,-0.500493400017257,-0.77308144668522,1.62511490390445
"257.131/3650.05","257.131","3650.05",0.449235651468802,1.21050288930293,0.872018710220536,1.02191694374319,-1.58029038507797,-1.15288307725348,0.780793148596141,1.20524363251098,-1.39451888503282,1.08721856339062,-1.34910887007571,-1.15012832179321
"264.147/3154.75","264.147","3154.75",-1.96029649590574,0.899843412718843,0.42426797266736,-0.995390687107077,-1.54410697192093,1.26115515731872,-2.00336458156499,0.496796352656487,0.722584910356164,1.17656065377567,0.607734959059185,0.914215317946322
"266.1465/3669.62","266.1465","3669.62",-1.3824517578474,2.06271058947389,-1.20394526744457,-0.456141116812627,-0.982909355636854,-0.59142726944974,1.02187515925931,-0.865433829120465,2.00523811039161,-0.514806393928185,-0.771159532636293,1.67845066375133
"266.188/3666.49","266.188","3666.49",0.736791493852871,-1.6943529118812,0.745890853813018,1.16430214482902,0.0821422576251669,0.794910578071448,-2.22141132655584,1.60015020483681,-1.63334767313472,1.29510594770586,0.547736254966246,-1.41791782412869
"267.156/3666.49","267.156","3666.49",1.49170741920075,1.74792920791415,1.42257785527154,-1.37116192999848,-1.78977231090352,1.28213038548572,1.39655190675984,1.99053730882665,-1.65455277194491,-1.41778185160586,-1.62149968637951,-1.47666553262637
"267.177/3672.75","267.177","3672.75",-1.40191646140396,-0.981275990384373,-1.25361388481495,-0.632340775515678,1.76929840479575,-0.74473604454831,-1.43626608523136,-0.972379749322042,-0.92861241725737,2.43985051441251,2.12408994865069,2.0179025406191
"268.1625/3665.7","268.1625","3665.7",1.46580626176039,-0.94982517218389,-1.29547461305456,-0.506958922624206,-1.06240518643841,-0.649610249127506,1.36179561916592,2.07499312727486,1.61657422860094,-0.568818022296186,-0.839127396738136,-0.646949674339213
"268.2/3883.23","268.2","3883.23",-1.61481132345237,-1.11924583060283,1.17098782940116,-0.708157826374825,-1.22374756994708,0.523040739263253,-1.65527934646491,2.08420975190352,1.25489403941931,1.46404042378522,0.662172535411815,-0.838103422342269
"269.148/3878.54","269.148","3878.54",1.46055617487034,2.50085236243569,-1.57277680196496,-0.920734252176819,1.53088700581125,-1.03869605787419,1.07483327032307,-1.27761414314477,-1.23167917127859,-0.971887026392007,-1.19541233588404,1.64167097527503
"269.1985/3882.45","269.1985","3882.45",-1.44359949407391,-1.045203669969,-1.30313957333959,-0.714721127122169,-1.12921487972264,-0.821172619350705,-1.47613261353159,2.91319939475091,2.02534626102724,2.05533026690363,1.75849525826686,-0.819187203839039
"273.2/3678.22","273.2","3678.22",-1.16350122837269,-0.505801752423657,-0.931620243007549,0.0397817654985137,-0.644493288041418,-0.135955745832085,-0.0392690547050807,2.34058060403018,1.57881082022591,-0.0364247759755599,-0.369429017283194,-0.132678084113372
"279.011/2790.89","279.011","2790.89",0.979399820452206,1.09892922991632,1.01027843815008,1.19673884047532,0.995204146284106,1.1542228023867,1.04307600999931,1.14129764281721,-3.36913373428784,-3.17421669935071,-3.34192342727588,1.26612693043316
"280.013/2787.77","280.013","2787.77",1.34024116300891,1.47153736541595,1.36386317512754,1.57278818117632,1.36616531580518,-1.85784335519952,-2.44787565762905,-2.05207517646438,-2.01473169434492,1.5985898893105,-1.98524805989247,1.64458885368594
"280.04/2791.68","280.04","2791.68",-1.58973493345372,-1.221431889177,-1.45988463564614,-0.915912304768042,-1.29909732248106,2.45927071428787,2.33056849628614,2.4437439364588,-1.1753208855017,-0.958586964312512,2.39887333746937,-1.01248754916201
"281.0275/2790.11","281.0275","2790.11",1.60302506329373,-0.960260547375965,1.66853962659546,-0.545315179149676,1.67463562785613,-0.678972930813371,-1.50132382904171,-0.949681351393043,-0.897634292380407,-0.603274318996203,-0.856541807824603,2.04680393922966
"281.073/2793.24","281.073","2793.24",-1.43056566035253,-0.938547972860576,-1.25709806555464,-0.530402990785822,-1.04230157328863,-0.661870274997514,1.72110165355931,1.82116725800073,1.76674063925895,-0.587412259728495,1.79860753934718,-0.659418292597961
"281.2/3668.83","281.2","3668.83",0.328671022651741,0.713199655604994,-4.3410515073648,0.571732495606287,-0.284291936399894,0.263596839996823,0.0627094919463992,0.976472892533948,0.650387364965346,0.688455567285468,0.173444983385353,0.196673129788325
"282.179/3664.14","282.179","3664.14",1.63005562770161,-1.28585891999184,1.64637567046499,-0.902905639084806,-1.38320859580523,1.52089185059445,1.33617111894772,-1.27609537490556,1.88506506708901,-0.956396157264714,-1.19013684512565,-1.02395780261997
"282.184/3471.65","282.184","3471.65",-1.20998815865862,-0.768457102873682,-1.05432031942705,-0.402192455422898,-0.861564399426386,-0.52016969541819,-1.24604371374482,2.68118640548463,-0.713178059019886,2.28886623460853,2.32383057830352,-0.517969314405143
"283.2/3878.54","283.2","3878.54",-0.177661725553508,0.942937565585127,0.876303487042103,0.743581383863442,-2.45417481846774,0.618859973760619,-2.82179863857313,1.85532445828564,0.914585114710805,0.993336275459602,0.634349795326998,-2.12564287143995
"284.1/2718.91","284.1","2718.91",-0.640681846431993,0.943908425703166,-0.546121853216212,0.596164368348794,-1.01605804721357,0.214384245513583,-0.318441662565337,0.546324852799293,-0.0357160062506651,0.584772056735693,-0.75974399222438,0.431209458801614
"284.2/3679.79","284.2","3679.79",1.33406867883899,3.35495571903353,-1.54423545344415,0.837569339666645,-1.36533276790292,-1.04847386480717,1.13538629591883,1.75050885011617,-1.22761085100269,-0.986458238987727,-1.19394608377606,-1.04643162365345
"286.183/3261.16","286.183","3261.16",1.43154249533825,1.75982764671442,-1.87449298609659,-1.31503432840972,-1.70912822526177,1.56520554605591,-2.03897194605636,-1.62124064089843,1.71271891655474,-1.35892389115173,1.64096892892098,1.80752848429031
