"Sample","14","15","16","29","30","31","8","9","10","23","24","25","38","39","40","17","18","19","26","27","28","20","21","22","35","36","37","32","33","34","10713-1","10713-2","10713-3","13514-1","13514-2","13514-3","53211-1","53211-2","53211-3"
"Label","CAN","CAN","CAN","CS","CS","CS","LAB","LAB","LAB","PN","PN","PN","REG","REG","REG","RIP","RIP","RIP","RL","RL","RL","ROT","ROT","ROT","RU","RU","RU","TRI","TRI","TRI","CFN","CFN","CFN","CHT","CHT","CHT","SB","SB","SB"
97.03106,,,,,,,,,,,,,122629.0,,106352.0,,,,,,,,,,,,,,,,,,,,,,,,
97.100765,,,,,,,,,,179818.0,154580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.17742750000001,,,,,,,,,,275602.0,239367.0,310300.0,282053.0,353422.0,399110.0,,,,,,,,,,430984.0,382831.0,712734.0,157467.0,198609.0,496041.0,,,,,,,,,
97.17752,,,,146957.0,,166304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.177655,,,,,,,123368.0,112976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.857335,,,,,,,,,,,,,,,,,,,,,,,,,,100639.0,210036.0,,,,,,,,,,,,
97.857465,,,,,,,,,,,,,,105100.0,144435.0,,,,,,,,,,,,,,,,,,,,,,,,
97.906,,,,,,,,,,236345.0,256112.0,127027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.90738333333333,,,,,,,,,,301989.0,346225.0,147881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.146805,,,,,,,,,,120663.0,130836.0,146804.0,233490.0,263816.0,259839.0,,,,,,,,,,119192.0,204625.0,310500.0,138904.0,283354.0,473104.0,,,,,,,,,
98.14698,,,,,,,,,,,,,,,,,,,133060.0,122392.0,,,,,,,,,,,,,,,,,,,
98.309025,,,,,,,,,,,101441.0,116327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.671335,,,,,,,,,,,,,,,,,,,223522.0,,200102.0,,,,,,,,,,,,,,,,,,
98.735045,,,,,,,,,,,,,155770.0,,201957.0,,,,,,,,,,,104450.0,161579.0,,,,,,,,,,,,
98.73947666666668,,,,,,,,,,166834.0,179355.0,274091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.74090333333334,,,,,,,,,,160437.0,146493.0,206380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.742255,,,,,,,,,,,,,,,,,,,,,,,,,,,,165356.0,132600.0,,,,,,,,,,
98.79587,,,,,,,,,,,,,,,,,,,,,,,,,,97456.0,150463.0,,,,,,,,,,,,
99.20475285714285,223229.0,256239.0,,,,,,,,719730.0,820178.0,535820.0,861252.0,733157.0,626267.0,154240.0,220834.0,,,525282.0,413223.0,,,,937656.0,646372.0,499978.0,445540.0,408345.0,326200.0,,,,,,,,,
99.206214,289877.0,401200.0,281404.0,562478.0,642122.0,344005.0,239609.0,321918.0,444545.0,615577.0,631065.0,457839.0,,,,,,,616237.0,611422.0,571631.0,,,,,,,,,,,,,,,,,,
99.20628777777777,,,,,,,,,,,,,746952.0,700851.0,685801.0,,,,,,,,,,825280.0,665362.0,529166.0,380102.0,330732.0,358795.0,,,,,,,,,
99.208325,,,,391476.0,,283189.0,,,,,,,,,,,,,,,,,,,681656.0,452043.0,,321292.0,,291243.0,,,,,,,,,
99.26411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678377.0,172425.0,,,
99.56282666666668,,,,,,,,,,260079.0,422170.0,427208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.56425,,,,,,,,,,198882.0,307696.0,366778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.65418,,,,,,,,,,,,,,,,,,,,,,,,,102239.0,,103292.0,,,,,,,,,,,,
99.87318666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,119037.0,163258.0,138248.0,,,,,,,,,
100.04428333333334,,,,,,,,,,131915.0,149965.0,128097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.04586,,,,,,,,,,,,,,,,,,,,,,,,,,,,155391.0,115705.0,,,,,,,,,,
100.04737,,,,,,,,,,,,,,,,,,,,,,,,,,,,167302.0,106087.0,,,,,,,,,,
100.05460333333333,,,,,,,,,,133623.0,111533.0,237394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.21530000000001,,,,,,,,,,,,,128331.0,130788.0,98134.0,,,,,,,,,,,125466.0,182244.0,,,,,,,,,,,,
