"Sample","14","15","16","29","30","31","8","9","10","23","24","25","38","39","40","17","18","19","26","27","28","20","21","22","35","36","37","32","33","34","10713-1","10713-2","10713-3","13514-1","13514-2","13514-3","53211-1","53211-2","53211-3"
"Label","CAN","CAN","CAN","CS","CS","CS","LAB","LAB","LAB","PN","PN","PN","REG","REG","REG","RIP","RIP","RIP","RL","RL","RL","ROT","ROT","ROT","RU","RU","RU","TRI","TRI","TRI","CFN","CFN","CFN","CHT","CHT","CHT","SB","SB","SB"
97.17740499999998,,,,,,,,,,,,,,,399110.0,,,,,,,,,,,382831.0,712734.0,157467.0,198609.0,496041.0,,,,,,,,,
97.177471,,,104165.0,,,166304.0,,,153067.0,275602.0,239367.0,310300.0,282053.0,353422.0,,114300.0,,,,,,,,,430984.0,,,,,,,,,,,,,,
98.14680090909091,,,,,,,,,,120663.0,130836.0,,233490.0,263816.0,259839.0,,,,,,,,,,119192.0,204625.0,310500.0,138904.0,283354.0,473104.0,,,,,,,,,
99.20475000000002,223229.0,256239.0,,,,,255851.0,,,719730.0,820178.0,535820.0,861252.0,733157.0,626267.0,154240.0,220834.0,,,525282.0,413223.0,,,,937656.0,646372.0,499978.0,445540.0,408345.0,326200.0,,,,,,,,,
99.20620466666668,289877.0,401200.0,281404.0,562478.0,642122.0,344005.0,239609.0,321918.0,444545.0,615577.0,631065.0,,,,,,249620.0,,616237.0,611422.0,571631.0,,,,,,,,,,,,,,,,,,
99.20629,,,,,,,,,,,,457839.0,746952.0,700851.0,685801.0,154746.0,,,,,,,,,825280.0,665362.0,529166.0,380102.0,330732.0,358795.0,,,,,,,,,
99.208325,,,,391476.0,,283189.0,,,,,553402.0,,,,506184.0,,,,,,,,,,681656.0,452043.0,,321292.0,,291243.0,,,,,,,,,
100.21675400000001,,,,,,,,,,,,180322.0,224510.0,276487.0,201667.0,,,,,,,,,,288081.0,247098.0,291529.0,196694.0,279784.0,394298.0,,,,,,,,,
100.21835499999999,,,,,,,,,,145107.0,254160.0,340632.0,456880.0,615522.0,394588.0,,,,,,,,,,491748.0,447447.0,652840.0,337703.0,495349.0,729925.0,,,,,,,,,
100.71733833333333,,,,,,,,,,,,,104667.0,99966.0,,,,,,,,,,,,103551.0,128669.0,138498.0,103339.0,,,,,,,,,,
101.35757749999999,,,,,,99936.0,,,,173149.0,,219313.0,,,,,,95436.0,162257.0,107606.0,,134079.0,,,,,347341.0,,,,,,,,,,,,
101.35765916666668,,,,104880.0,131142.0,,,,,,198801.0,,315035.0,279660.0,376264.0,124851.0,,,,,,,,,467209.0,235746.0,,315642.0,453372.0,700933.0,,,,,,,,,
101.359224,,,,,114968.0,,,,,145300.0,,164812.0,238258.0,270985.0,280346.0,145243.0,,,110613.0,,135342.0,,,,339510.0,186017.0,353130.0,239396.0,365049.0,553179.0,,,,,,,,,
