"Sample","14","15","29","30","8","9","23","24","38","39","17","18","26","27","20","21","35","36","32","33","10713-1","10713-2","13514-1","13514-2","53211-1","53211-2","16","31","10","25","40","19","28","22","37","34","10713-3","13514-3","53211-3"
"Label","CAN","CAN","CS","CS","LAB","LAB","PN","PN","REG","REG","RIP","RIP","RL","RL","ROT","ROT","RU","RU","TRI","TRI","CFN","CFN","CHT","CHT","SB","SB","CAN","CS","LAB","PN","REG","RIP","RL","ROT","RU","TRI","CFN","CHT","SB"
97.100765,,,,,,,179818.0,154580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.17742874999999,,,,,,,275602.0,239367.0,282053.0,353422.0,,,,,,,430984.0,382831.0,157467.0,198609.0,,,,,,,,,,310300.0,399110.0,,,,712734.0,496041.0,,,
97.177525,,,146957.0,141577.0,,,,,,,,,,,,,,,,,,,,,,,104165.0,166304.0,153067.0,,,,,,,,,,
97.1776275,,,,,123368.0,112976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,149123.0,,,,,,
97.423585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163020.0,,,,,129753.0,,,
97.85737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210036.0,166683.0,,,
97.9059975,,,,,,,236345.0,256112.0,,,,,,,,,,,,,,,,,,,,,,127027.0,,,,,,,,,
97.90737999999999,,,,,,,301989.0,346225.0,,,,,,,,,,,,,,,,,,,,,,147881.0,,,,,,,,,
98.14680625,,,,,,,120663.0,130836.0,233490.0,263816.0,,,,,,,119192.0,204625.0,138904.0,283354.0,,,,,,,,,,146804.0,259839.0,,,,310500.0,473104.0,,,
98.147025,,,,,,,,,,,,,133060.0,122392.0,,,,,,,,,,,,,,,,,,112570.0,,,,,,,
98.25166999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97730.0,121125.0,,,,,
98.52275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97261.0,,,,,,,96211.0,
98.67125333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188552.0,,,200102.0,,,98621.0,,,
98.73502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201957.0,,,,161579.0,,,,
98.73947749999999,,,,,,,166834.0,179355.0,,,,,,,,,,,,,,,,,,,,,,274091.0,,,,,,,,,
98.740895,,,,,,,160437.0,146493.0,,,,,,,,,,,,,,,,,,,,,,206380.0,,,,,,,,,
98.742255,,,,,,,,,,,,,,,,,,,165356.0,132600.0,,,,,,,,,,,,,,,,,,,
98.795875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116744.0,,,,150463.0,,,,
99.20475708333333,223229.0,256239.0,,,,,719730.0,820178.0,861252.0,733157.0,154240.0,220834.0,,,,,937656.0,646372.0,445540.0,408345.0,,,,,,,,,,535820.0,626267.0,,413223.0,103773.0,499978.0,326200.0,,,
99.20621111111112,289877.0,401200.0,562478.0,642122.0,239609.0,321918.0,615577.0,631065.0,,,,,616237.0,611422.0,,,,,,,,,,,,,281404.0,344005.0,444545.0,,,,571631.0,,,,,,
99.20628785714287,,,,,,,,,746952.0,700851.0,,,,,,,825280.0,665362.0,380102.0,330732.0,,,,,,,,,,457839.0,685801.0,,,,529166.0,358795.0,,,
99.20833,,,,,,,,,,,,,,,,,681656.0,452043.0,,,,,,,,,,283189.0,,,506184.0,,,,,291243.0,,,
99.56282250000001,,,,,,,260079.0,422170.0,,,,,,,,,,,,,,,,,,,,,,427208.0,,,,,,,,,
99.5642575,,,,,,,198882.0,307696.0,,,,,,,,,,,,,,,,,,,,,,366778.0,,,,,,,,,
99.705395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102629.0,,,106503.0,,,,,,
99.8731775,,,,,,,,,,,,,,,,,,,119037.0,163258.0,,,,,,,,,,,,,,,,138248.0,,,
100.0442725,,,,,,,131915.0,149965.0,,,,,,,,,,,,,,,,,,,,,,128097.0,,,,,,,,,
100.045895,,,,,,,,,,,,,,,,,,,155391.0,115705.0,,,,,,,,,,,105840.0,,,,,,,,
100.04737,,,,,,,,,,,,,,,,,,,167302.0,106087.0,,,,,,,,,,,,,,,,,,,
100.0546,,,,,,,133623.0,111533.0,,,,,,,,,,,,,,,,,,,,,,237394.0,,,,,,,,,
100.21528875000001,,,,,,,,,128331.0,130788.0,,,,,,,,,,,,,,,,,,,,,98134.0,,,,182244.0,208273.0,,,
100.21675571428571,,,,,,,,,224510.0,276487.0,,,,,,,288081.0,247098.0,196694.0,279784.0,,,,,,,,,,180322.0,201667.0,,,,291529.0,394298.0,,,
100.21819166666667,,,,,,,,,,,,,260205.0,125524.0,,,,,,,,,,,,,,140451.0,,,,104203.0,,,,,,,
100.21834874999999,,,,,,,145107.0,254160.0,456880.0,615522.0,,,,,,,491748.0,447447.0,337703.0,495349.0,,,,,,,,,,340632.0,394588.0,,,,652840.0,729925.0,,,
100.23796,,,,,,,,,,,,,,,,,,,,,,,,,,,,98374.0,,101500.0,,,,,,,,,
100.370745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107410.0,,,,,,,,,107167.0
100.71732666666666,,,,,,,,,104667.0,99966.0,,,,,,,,,138498.0,103339.0,,,,,,,,,,,,,,,128669.0,,,,
100.92929749999999,,,,,142971.0,140885.0,,,,,,,,,,,,,,,,,,,,,,,97227.0,,,,,,,,,,
100.93081166666667,96037.0,166644.0,,,118925.0,99594.0,,,,,,,,,,,,,,,,,,,,,118067.0,,,,,,,,,,,,
101.35758500000001,,,,,,,173149.0,198801.0,,,,,162257.0,107606.0,,,,,,,,,,,,,,99936.0,,219313.0,,95436.0,,,347341.0,,,,
101.35765916666668,,,104880.0,131142.0,,,,,315035.0,279660.0,,,,,,,467209.0,235746.0,315642.0,453372.0,,,,,,,,,,,376264.0,,,,,700933.0,,,
101.35922722222222,,,,,,,145300.0,161705.0,238258.0,270985.0,,,,,,,339510.0,186017.0,239396.0,365049.0,,,,,,,,,,164812.0,280346.0,,135342.0,,353130.0,553179.0,,,
101.52910000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98236.0,,111909.0,,,,99500.0,,,
101.63175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119522.0,136520.0,,,
101.6318375,,,,,,,,,149791.0,116144.0,,,,,,,220693.0,135884.0,,,,,,,,,,,,,,,,,,,,,
101.75095999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106607.0,,,,,117109.0,,,,
101.82059500000001,,,,,,,,,138496.0,112846.0,,,,,,,,,,,,,,,,,,,,,,,,,114164.0,172258.0,,,
101.91002,,,,,,,,,,,,,,,,,,,,,,,,,,,,101341.0,,,,,,,,,,96001.0,
101.98409000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138344.0,99483.0,,,
