"Sample","14","15","16","29","30","31","8","9","10","23","24","25","38","39","40","17","18","19","26","27","28","20","21","22","35","36","37","32","33","34","10713-1","10713-2","10713-3","13514-1","13514-2","13514-3","53211-1","53211-2","53211-3"
"Label","CAN","CAN","CAN","CS","CS","CS","LAB","LAB","LAB","PN","PN","PN","REG","REG","REG","RIP","RIP","RIP","RL","RL","RL","ROT","ROT","ROT","RU","RU","RU","TRI","TRI","TRI","CFN","CFN","CFN","CHT","CHT","CHT","SB","SB","SB"
97.58868600000001,,,,,,,,,,,,,1073218.0,1049440.0,1058971.0,,,,,,,,,,910024.0,874766.0,908689.0,2351567.0,1909877.0,2197036.0,,,,,,,268665.0,,
97.58883166666668,,,,1451682.0,1980895.0,1453977.0,,,,,,,,,,,,,547566.0,800618.0,585964.0,,,,,,,,,,,,,,,,,,
97.58889,1557223.0,468344.0,2070914.0,,,,636114.0,998914.0,1257923.0,709044.0,940835.0,894746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.59001500000001,,,,,,,,,,,,,637830.0,534900.0,582966.0,,,,,,,,,,,517917.0,611885.0,1440216.0,1124346.0,1421899.0,,,,,,,,,
97.59186812499996,,296777.0,916971.0,631419.0,738122.0,704010.0,331444.0,530601.0,538030.0,,,,460092.0,486631.0,,,,,,384755.0,385050.0,,,,,,460764.0,1137139.0,926038.0,1176756.0,,,,,,,,,
98.36001499999999,,,,,,,,,,,,,,,1270764.0,,,,,,,,,,1314647.0,1370112.0,1344546.0,1463557.0,1390574.0,,,,,,,,,,
98.36012,590302.0,,459964.0,474270.0,350589.0,,,,,,306949.0,,,,,,,,892890.0,1414146.0,900906.0,,,,,,,,,,,,,,,,,,
98.57345,,,,,,,,,,1549016.0,1835189.0,1658094.0,,,,,,,,,,,,,,,,,,,,,,,322819.0,355879.0,,,326598.0
98.57355,3264189.0,1171621.0,2321800.0,2685567.0,2322805.0,1987122.0,,,,,,,,,,,,,4479187.0,,4438944.0,,,,6452996.0,,5670652.0,4627491.0,6142759.0,,,,,262657.0,,,,,
98.575182,1304837.0,576750.0,,1057811.0,879241.0,780867.0,,,,,607102.0,553825.0,,,,,,,1624887.0,,,,,,2132747.0,,,,1989197.0,,,,,,,,,,
98.576644,,412004.0,,749562.0,670618.0,729714.0,,,,561059.0,626854.0,518063.0,,,,,,,1243151.0,2859877.0,1672691.0,,,,,,,,,,,,,,,,,,
98.94944777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200994.0,911398.0,902309.0,509918.0,381788.0,390477.0,740732.0,1438972.0,405470.0
